codec,rate_label,sample_rate,stimulus,reference_hz,delta_cents,rep,f_in_hz,k,f_k_hz,peak_shift_cents,in_peak_cents,width_cents,zero_level_db,grid_level_db,second_cents,second_level_db,est8_cents,est2_cents
encodec,6.0kbps,48000,tone,220.0,0.0,0,220.0,11,2420.0,21.3734,-0.0006,1.229,-4.934,-14.266,0.01,-4.934,0.0217,0.0798
encodec,6.0kbps,48000,tone,220.0,0.0,0,220.0,12,2640.0,0.0006,-0.0006,1.111,0.0,-35.025,-6.517,-13.891,0.0217,0.0798
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,1,220.0,-0.0642,-0.0006,12.968,0.0,0.0,nan,nan,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,2,440.0,-0.0843,-0.0006,6.304,-0.001,-0.001,nan,nan,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,3,660.0,0.0308,-0.0006,4.323,0.0,-2.516,nan,nan,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,4,880.0,-0.0291,-0.0006,3.152,0.0,0.0,nan,nan,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,5,1100.0,0.0228,-0.0006,2.594,0.0,-25.388,-15.768,-12.073,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,6,1320.0,-0.0558,-0.0006,2.161,-0.011,-11.334,-13.068,-10.213,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,7,1540.0,-0.0282,-0.0006,1.853,-0.005,-33.515,11.141,-9.807,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,8,1760.0,-0.0338,-0.0006,1.621,-0.009,-0.009,19.398,-17.891,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,9,1980.0,-0.0423,-0.0006,1.441,-0.015,-33.928,-8.537,-12.773,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,10,2200.0,-0.0145,-0.0006,1.333,-0.003,-38.278,-7.861,-5.037,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,11,2420.0,-28.8873,-0.0006,1.165,-2.973,-8.398,-43.598,-1.138,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,1,220.0,12,2640.0,-0.0403,-0.0006,1.081,-0.026,-28.893,13.078,-13.257,-0.0322,-0.0704
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,1,220.0,-0.06,-0.0006,12.968,0.0,0.0,nan,nan,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,2,440.0,-0.2131,-0.0006,6.485,-0.014,-0.014,nan,nan,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,3,660.0,0.0782,-0.0006,4.322,-0.002,-2.705,nan,nan,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,4,880.0,-0.0505,-0.0006,3.242,-0.004,-0.004,19.976,-17.19,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,5,1100.0,-0.0245,-0.0006,2.666,0.0,-48.385,-16.64,-19.595,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,6,1320.0,-0.0668,-0.0006,2.101,-0.015,-10.629,12.87,-15.667,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,7,1540.0,0.1027,-0.0006,1.801,-0.033,-31.367,-11.142,-12.039,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,8,1760.0,0.1379,-0.0006,1.621,-0.079,-0.079,19.442,-18.026,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,9,1980.0,0.0558,-0.0006,1.441,-0.012,-31.828,8.673,-7.226,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,10,2200.0,0.047,-0.0006,1.297,-0.01,-29.866,15.645,-7.837,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,11,2420.0,42.4109,-0.0006,1.278,-1.949,-6.227,-43.397,-0.291,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,0.0,2,220.0,12,2640.0,-0.0286,-0.0006,1.081,-0.014,-37.848,6.661,-17.29,-0.025,-0.1345
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,1,222.556,-0.042,-0.0039,12.819,0.0,-32.666,nan,nan,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,2,445.113,-0.0265,-0.0039,6.588,-0.001,-27.912,36.707,-18.678,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,3,667.669,-0.0306,0.0032,4.273,0.0,-35.246,-26.005,-18.639,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,4,890.225,-0.0393,0.0014,3.294,0.0,-17.789,9.564,-16.149,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,5,1112.781,-0.012,0.0003,2.564,0.0,-20.741,-21.937,-11.477,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,6,1335.338,0.0822,-0.0004,2.077,-0.015,-22.643,-19.15,-18.006,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,7,1557.894,0.0354,-0.0009,1.882,0.0,-20.994,-5.692,-15.447,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,8,1780.45,0.039,-0.0012,1.602,0.0,-17.415,-28.069,-13.805,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,9,2003.006,0.1234,0.0008,1.464,-0.106,-29.9,-16.352,-12.528,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,10,2225.563,0.0563,0.0003,1.317,-0.027,-15.13,-7.321,-10.786,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,11,2448.119,-0.0795,-0.0,1.198,-0.055,-35.226,13.223,-8.95,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,0,222.5563,12,2670.675,0.042,-0.0004,1.098,-0.013,-16.479,-9.545,-15.386,-0.0062,-0.0348
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,1,222.556,0.0481,-0.0039,12.819,0.0,-44.083,nan,nan,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,2,445.113,0.1492,-0.0039,6.587,0.0,-23.624,-37.732,-18.985,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,3,667.669,0.0133,0.0032,4.392,-0.002,-30.658,37.985,-18.06,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,4,890.225,-0.0396,0.0014,3.205,0.0,-24.339,10.184,-18.381,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,5,1112.781,0.0326,0.0003,2.493,-0.001,-21.889,-14.739,-16.63,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,6,1335.338,0.0093,-0.0004,2.077,0.0,-26.855,-5.939,-10.166,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,7,1557.894,0.1165,-0.0009,1.78,-0.04,-33.392,6.26,-16.899,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,8,1780.45,-0.0949,-0.0012,1.603,-0.063,-31.782,4.955,-12.694,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,9,2003.006,0.0244,0.0008,1.424,-0.009,-27.729,4.491,-15.427,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,10,2225.563,0.0277,0.0003,1.246,-0.009,-24.673,-10.936,-12.18,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,11,2448.119,23.727,-0.0,1.437,-0.566,-10.059,0.13,-0.426,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,1,222.5563,12,2670.675,-0.0996,-0.0004,1.039,-0.128,-14.566,-12.293,-12.522,0.0271,0.0886
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,1,222.556,0.0398,-0.0039,12.819,0.0,-31.951,nan,nan,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,2,445.113,-0.0547,-0.0039,6.41,-0.004,-23.496,nan,nan,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,3,667.669,-0.0215,0.0032,4.273,0.0,-24.622,37.52,-19.967,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,4,890.225,-0.063,0.0014,3.294,0.0,-19.289,19.099,-17.301,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,5,1112.781,0.0056,0.0003,2.564,0.0,-13.111,-6.499,-13.075,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,6,1335.338,0.0209,-0.0004,2.137,0.0,-31.831,-6.237,-10.708,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,7,1557.894,-0.0539,-0.0009,1.882,-0.015,-20.681,-10.445,-12.771,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,8,1780.45,-0.0527,-0.0012,1.558,-0.026,-31.531,-33.279,-16.781,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,9,2003.006,-0.0192,0.0008,1.424,0.0,-25.45,-12.362,-13.896,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,10,2225.563,-0.005,0.0003,1.282,0.0,-27.846,-11.008,-12.24,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,11,2448.119,-0.051,-0.0,1.165,-0.023,-20.011,3.3,-9.43,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,20.0,2,222.5563,12,2670.675,0.049,-0.0004,1.039,-0.019,-16.07,-16.003,-10.27,-0.023,-0.0126
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,1,225.142,-0.0644,0.0064,12.673,0.0,-30.458,nan,nan,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,2,450.285,-0.6303,-0.004,6.515,-0.144,-28.428,nan,nan,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,3,675.427,0.6145,-0.0005,4.34,-0.243,-40.621,-12.828,-15.488,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,4,900.569,-0.0108,0.0012,3.344,0.0,-31.411,-12.65,-10.42,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,5,1125.711,-0.0108,-0.0019,2.534,-0.003,-24.263,-3.985,-11.105,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,6,1350.854,-8.536,-0.0005,2.83,-7.845,-34.307,55.773,-7.542,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,7,1575.996,0.3078,0.0005,1.709,-0.409,-14.648,-2.423,-10.845,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,8,1801.138,-0.8877,0.0012,2.862,-1.215,-37.711,-19.712,-11.94,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,9,2026.28,-19.4681,-0.0005,1.701,-5.384,-18.524,61.331,-0.435,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,10,2251.423,0.4136,0.0002,2.041,-0.957,-21.3,-3.562,-1.842,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,11,2476.565,0.1948,0.0007,0.896,-0.628,-27.118,-1.325,-5.455,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,0,225.1423,12,2701.707,-43.3689,-0.0005,1.774,-6.954,-3.445,-46.276,-0.789,-0.1816,-0.3379
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,1,225.142,0.2198,0.0064,12.67,-0.008,-29.819,nan,nan,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,2,450.285,-0.6719,-0.004,6.691,-0.148,-54.177,nan,nan,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,3,675.427,0.529,-0.0005,4.457,-0.16,-30.135,7.736,-19.242,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,4,900.569,-0.0991,0.0012,3.08,-0.008,-20.047,-14.868,-6.59,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,5,1125.711,-0.7186,-0.0019,3.662,-0.571,-15.881,-9.71,-9.855,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,6,1350.854,-13.1234,-0.0005,9.854,-9.863,-17.355,-17.681,-7.194,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,7,1575.996,0.2981,0.0005,2.162,-0.262,-17.461,-5.649,-13.86,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,8,1801.138,-1.0649,0.0012,1.585,-5.134,-24.938,69.451,-3.792,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,9,2026.28,-20.4817,-0.0005,1.148,-0.521,-15.993,-0.265,-0.101,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,10,2251.423,-2.3888,0.0002,1.339,-1.294,-22.73,-0.003,-1.294,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,11,2476.565,-0.0614,0.0007,1.12,-0.024,-23.984,3.281,-6.444,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,1,225.1423,12,2701.707,-50.4673,-0.0005,1.329,-14.057,-10.024,-48.356,-0.077,-0.1105,-0.2263
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,1,225.142,-0.1178,0.0064,11.969,0.0,-38.254,nan,nan,-0.137,-0.0414
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,2,450.285,-0.0133,-0.004,6.16,0.0,-32.235,9.895,-19.281,-0.137,-0.0414
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,3,675.427,-0.637,-0.0005,4.226,-0.298,-29.797,5.515,-19.018,-0.137,-0.0414
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,4,900.569,-0.0732,0.0012,3.168,-0.002,-24.113,12.693,-13.412,-0.137,-0.0414
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,5,1125.711,-0.0536,-0.0019,2.816,-0.011,-23.049,-16.946,-10.068,-0.137,-0.0414
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,6,1350.854,-0.2533,-0.0005,2.112,-0.192,-25.642,62.35,-5.683,-0.137,-0.0414
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,7,1575.996,79.3862,0.0005,1.873,-3.658,-17.353,0.395,-3.245,-0.137,-0.0414
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,8,1801.138,69.6393,0.0012,1.775,-4.509,-30.601,0.464,-3.833,-0.137,-0.0414
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,9,2026.28,-66.1714,-0.0005,3.088,-3.942,-16.094,0.283,-3.187,-0.137,-0.0414
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,10,2251.423,57.0718,0.0002,2.282,-11.013,-30.239,54.09,-2.221,-0.137,-0.0414
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,11,2476.565,-1.2479,0.0007,1.057,-3.812,-20.205,3.887,-6.153,-0.137,-0.0414
encodec,6.0kbps,48000,tone,220.0,40.0,2,225.1423,12,2701.707,-49.0563,-0.0005,3.14,-16.643,-10.167,-45.583,-6.063,-0.137,-0.0414
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,1,429.95,0.0342,0.0045,6.82,-0.002,-28.107,nan,nan,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,2,859.901,0.01,-0.001,3.318,0.0,-19.186,40.1,-19.178,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,3,1289.851,0.0297,0.0008,2.273,-0.004,-25.654,52.929,-14.713,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,4,1719.802,-0.0256,-0.001,1.475,-0.01,-10.682,10.766,-7.856,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,5,2149.752,40.3368,0.0001,1.657,-0.042,-24.673,-0.039,-0.039,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,6,2579.702,-47.4203,0.0008,1.263,-18.788,-20.021,59.531,-0.394,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,7,3009.653,40.4398,-0.0002,0.9,-14.926,-19.057,34.03,-0.671,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,8,3439.603,44.9876,0.0004,0.876,-22.824,-3.483,5.216,-0.351,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,9,3869.553,44.297,-0.0004,0.878,-17.709,-5.232,40.29,-0.487,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,10,4299.504,39.6852,0.0001,0.721,-23.852,-26.6,48.275,-0.813,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,11,4729.454,78.9008,-0.0005,0.544,-16.703,-27.82,43.298,-1.542,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,0,429.9504,12,5159.405,-71.7363,-0.0001,0.544,-47.011,-29.22,43.309,-5.563,6.0844,0.0275
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,1,429.95,-0.2021,0.0045,6.452,-0.004,-31.632,nan,nan,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,2,859.901,-0.0651,-0.001,3.318,-0.007,-23.886,nan,nan,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,3,1289.851,0.0641,0.0008,2.273,-0.014,-27.869,52.87,-11.405,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,4,1719.802,-0.0087,-0.001,1.567,-0.002,-14.945,30.075,-9.106,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,5,2149.752,-0.0387,0.0001,1.18,-0.012,-25.528,39.793,-1.442,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,6,2579.702,-0.1346,0.0008,1.075,-0.157,-8.784,13.268,-1.63,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,7,3009.653,39.9846,-0.0002,0.926,-28.578,-23.64,34.236,-3.301,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,8,3439.603,44.9459,0.0004,0.831,-27.018,-1.018,39.897,-0.833,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,9,3869.553,52.9978,-0.0004,0.775,-24.377,-11.012,31.383,-0.416,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,10,4299.504,44.1306,0.0001,0.629,-33.583,-28.329,43.069,-1.982,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,11,4729.454,-51.8569,-0.0005,0.673,-24.678,-17.462,47.297,-0.781,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,1,429.9504,12,5159.405,-71.7404,-0.0001,0.672,-19.095,-23.323,-99.171,-3.401,5.2391,-0.1206
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,1,429.95,-0.0627,0.0045,6.636,0.0,-30.166,nan,nan,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,2,859.901,-0.0378,-0.001,3.226,-0.002,-25.117,nan,nan,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,3,1289.851,-0.0049,0.0008,2.212,0.0,-33.685,52.929,-13.815,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,4,1719.802,-0.122,-0.001,1.659,-0.085,-13.92,9.712,-10.903,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,5,2149.752,0.1576,0.0001,1.364,-0.164,-22.626,-23.982,-5.603,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,6,2579.702,-61.708,0.0008,1.146,-10.712,-20.521,46.272,-0.259,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,7,3009.653,40.3371,-0.0002,0.952,-28.869,-16.319,34.236,-2.505,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,8,3439.603,39.8028,0.0004,0.923,-11.638,-0.599,45.203,-3.159,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,9,3869.553,43.931,-0.0004,0.639,-16.598,-4.273,44.966,-0.083,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,10,4299.504,44.0357,0.0001,0.575,-21.238,-31.931,47.038,-1.714,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,11,4729.454,78.9177,-0.0005,0.672,-23.838,-27.781,-51.869,-2.977,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-40.0,2,429.9504,12,5159.405,-71.7196,-0.0001,0.672,-32.125,-30.469,-99.448,-9.64,5.8612,-0.0478
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,1,434.946,0.1234,-0.0049,6.559,0.0,-53.423,nan,nan,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,2,869.892,0.0884,0.0005,3.28,-0.011,-36.084,30.962,-18.861,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,3,1304.839,0.0124,-0.0013,2.186,0.0,-27.548,39.65,-15.292,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,4,1739.785,0.0592,0.0005,1.594,-0.02,-27.362,15.275,-13.985,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,5,2174.731,0.1151,-0.0006,1.385,-0.069,-18.853,24.111,-11.411,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,6,2609.677,-0.1386,0.0005,1.124,-0.168,-17.07,10.528,-1.677,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,7,3044.623,25.5531,-0.0003,0.872,-26.38,-53.144,24.096,-8.947,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,8,3479.569,15.2834,0.0005,0.79,-5.615,-16.898,29.619,-5.25,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,9,3914.516,26.411,-0.0001,0.718,-8.963,-20.851,20.11,-0.433,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,10,4349.462,29.8117,0.0005,0.663,-25.755,-25.823,98.772,-9.853,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,11,4784.408,32.4757,-0.0,0.601,-38.836,-33.645,-66.232,-8.228,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,0,434.9462,12,5219.354,20.0137,-0.0004,0.51,-11.426,-43.88,24.881,-1.338,3.287,0.096
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,1,434.946,0.1986,-0.0049,6.558,-0.003,-39.28,nan,nan,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,2,869.892,-0.0714,0.0005,3.189,-0.004,-37.622,nan,nan,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,3,1304.839,-0.0285,-0.0013,2.126,-0.007,-30.574,39.709,-18.492,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,4,1739.785,0.0288,0.0005,1.64,-0.006,-31.492,30.738,-18.233,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,5,2174.731,0.1049,-0.0006,1.275,-0.067,-20.585,24.111,-5.29,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,6,2609.677,19.647,0.0005,1.111,-2.333,-7.701,0.053,-2.307,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,7,3044.623,25.7436,-0.0003,1.18,-32.941,-37.395,17.254,-9.47,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,8,3479.569,15.1006,0.0005,0.79,-11.707,-20.94,29.664,-1.222,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,9,3914.516,20.0258,-0.0001,0.841,-30.612,-29.125,26.501,-5.658,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,10,4349.462,29.812,0.0005,0.573,-19.841,-20.14,24.219,-3.456,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,11,4784.408,32.4761,-0.0,0.536,-21.764,-43.151,27.346,-1.712,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,1,434.9462,12,5219.354,19.9821,-0.0004,0.6,-18.469,-18.797,24.926,-0.222,2.3544,0.0431
encodec,6.0kbps,48000,tone,440.0,-20.0,2,434.9462,1,434.946,0.0188,-0.0049,6.559,0.0,-47.124,nan,nan,1.3945,0.0236
encodec,6.0kbps,48000,tone,440.0,-20.0,2,434.9462,2,869.892,0.0196,0.0005,3.28,0.0,-35.502,nan,nan,1.3945,0.0236
encodec,6.0kbps,48000,tone,440.0,-20.0,2,434.9462,3,1304.839,-0.0312,-0.0013,2.187,-0.007,-23.255,39.175,-14.536,1.3945,0.0236
encodec,6.0kbps,48000,tone,440.0,-20.0,2,434.9462,4,1739.785,-0.0587,0.0005,1.64,-0.011,-33.261,29.574,-16.209,1.3945,0.0236
encodec,6.0kbps,48000,tone,440.0,-20.0,2,434.9462,5,2174.731,0.0663,-0.0006,1.312,-0.021,-28.0,11.343,-12.721,1.3945,0.0236
encodec,6.0kbps,48000,tone,440.0,-20.0,2,434.9462,6,2609.677,0.0316,0.0005,1.154,-0.014,-33.766,10.105,-13.419,1.3945,0.0236
encodec,6.0kbps,48000,tone,440.0,-20.0,2,434.9462,7,3044.623,25.6475,-0.0003,1.026,-24.03,-61.578,19.238,-8.767,1.3945,0.0236
encodec,6.0kbps,48000,tone,440.0,-20.0,2,434.9462,8,3479.569,15.148,0.0005,0.903,-5.688,-18.047,22.799,-1.555,1.3945,0.0236
