cents,f0,rep,q0_mode,q0_nuniq,q1_mode,q1_nuniq,q2_mode,q2_nuniq,q3_mode,q3_nuniq
1808.0,625.1360452167494,0,878,6,509,5,563,8,377,10
1808.0,625.1360452167494,1,839,7,491,6,12,11,592,9
1808.0,625.1360452167494,2,839,7,509,8,457,10,592,9
1810.0,625.8586480068038,0,878,9,509,12,457,15,63,15
1810.0,625.8586480068038,1,903,12,509,12,457,12,521,16
1810.0,625.8586480068038,2,878,10,509,8,31,17,592,12
1812.0,626.5820860627116,0,878,9,509,10,457,14,592,15
1812.0,626.5820860627116,1,697,10,491,8,768,14,592,11
1812.0,626.5820860627116,2,878,9,509,12,457,13,592,13
1814.0,627.306360349967,0,878,9,509,10,768,15,63,13
1814.0,627.306360349967,1,878,10,509,10,457,11,592,12
1814.0,627.306360349967,2,878,10,509,8,457,11,908,15
1816.0,628.0314718351809,0,878,8,509,10,457,9,63,12
1816.0,628.0314718351809,1,839,8,491,8,31,12,158,11
1816.0,628.0314718351809,2,839,11,509,11,457,12,592,14
1818.0,628.757421486081,0,878,11,491,8,768,13,592,13
1818.0,628.757421486081,1,839,10,491,7,768,15,592,15
1818.0,628.757421486081,2,697,11,491,7,457,12,908,13
1820.0,629.4842102715137,0,878,11,491,7,768,15,592,11
1820.0,629.4842102715137,1,839,10,509,10,457,10,63,15
1820.0,629.4842102715137,2,839,8,509,9,457,14,63,12
1822.0,630.2118391614455,0,878,8,509,8,457,11,592,14
1822.0,630.2118391614455,1,697,10,491,8,31,14,592,11
1822.0,630.2118391614455,2,878,9,491,8,768,13,530,12
1824.0,630.940309126964,0,839,9,509,10,457,13,158,12
1824.0,630.940309126964,1,878,10,509,12,457,13,63,11
1824.0,630.940309126964,2,878,10,509,13,457,15,63,14
1826.0,631.6696211402794,0,878,9,710,10,457,15,592,16
1826.0,631.6696211402794,1,697,11,491,8,457,15,521,12
1826.0,631.6696211402794,2,878,9,509,9,457,17,63,14
1828.0,632.3997761747254,0,878,9,509,7,457,12,63,13
1828.0,632.3997761747254,1,903,9,384,10,457,13,63,17
1828.0,632.3997761747254,2,903,10,509,12,457,15,530,16
1830.0,633.1307752047608,0,839,11,491,8,768,16,592,15
1830.0,633.1307752047608,1,878,9,509,9,563,17,592,15
1830.0,633.1307752047608,2,878,8,509,12,457,13,63,15
1832.0,633.8626192059712,0,878,10,509,11,457,19,592,15
1832.0,633.8626192059712,1,878,11,509,9,457,16,530,15
1832.0,633.8626192059712,2,878,10,509,6,457,13,530,11
1834.0,634.5953091550698,0,878,10,509,10,768,16,592,14
1834.0,634.5953091550698,1,878,11,491,7,457,13,530,14
1834.0,634.5953091550698,2,878,10,509,8,457,11,592,11
1836.0,635.3288460298984,0,878,9,509,8,457,15,530,14
1836.0,635.3288460298984,1,878,9,491,7,457,14,530,13
1836.0,635.3288460298984,2,878,8,491,9,768,16,63,13
1838.0,636.0632308094292,0,839,9,509,10,112,18,530,14
1838.0,636.0632308094292,1,839,11,491,6,57,14,592,17
1838.0,636.0632308094292,2,878,10,491,9,457,16,592,15
1840.0,636.7984644737664,0,839,9,491,6,57,12,657,15
1840.0,636.7984644737664,1,697,10,491,7,57,10,213,13
1840.0,636.7984644737664,2,903,9,427,9,997,14,63,16
1842.0,637.5345480041467,0,8,5,491,5,793,10,530,7
1842.0,637.5345480041467,1,878,6,126,4,57,6,985,9
1842.0,637.5345480041467,2,878,5,491,5,729,8,63,7
1844.0,638.2714823829413,0,903,8,126,6,457,13,63,10
1844.0,638.2714823829413,1,697,10,491,6,57,12,657,12
1844.0,638.2714823829413,2,878,9,427,8,457,12,530,11
1846.0,639.0092685936569,0,903,11,126,10,457,16,213,12
1846.0,639.0092685936569,1,878,11,126,10,457,16,657,17
1846.0,639.0092685936569,2,878,10,126,10,457,13,657,15
1848.0,639.7479076209366,0,903,10,126,7,457,11,530,15
1848.0,639.7479076209366,1,903,8,853,9,457,12,657,15
1848.0,639.7479076209366,2,76,10,491,8,457,13,213,18
1850.0,640.4874004505625,0,8,11,126,9,57,16,530,15
1850.0,640.4874004505625,1,903,9,126,7,457,15,530,19
1850.0,640.4874004505625,2,878,11,491,7,57,16,530,14
1852.0,641.2277480694553,0,878,11,491,9,57,15,530,17
1852.0,641.2277480694553,1,839,10,491,11,57,13,530,16
1852.0,641.2277480694553,2,878,11,126,9,57,13,530,16
1854.0,641.9689514656772,0,903,9,126,8,457,13,657,17
1854.0,641.9689514656772,1,903,11,126,8,112,13,213,14
1854.0,641.9689514656772,2,878,11,126,9,457,10,657,15
1856.0,642.711011628432,0,903,11,126,9,112,13,63,13
1856.0,642.711011628432,1,878,10,491,10,57,12,530,15
1856.0,642.711011628432,2,878,11,491,7,57,11,530,16
1858.0,643.4539295480673,0,903,8,126,6,457,12,530,16
1858.0,643.4539295480673,1,878,13,126,8,57,13,530,15
1858.0,643.4539295480673,2,903,11,126,8,457,15,530,18
1860.0,644.1977062160752,0,903,11,126,10,457,15,530,15
1860.0,644.1977062160752,1,903,12,126,8,457,15,530,19
1860.0,644.1977062160752,2,76,12,491,7,57,15,657,23
1862.0,644.942342625094,0,903,10,126,6,457,8,530,12
1862.0,644.942342625094,1,8,10,491,9,112,10,530,19
1862.0,644.942342625094,2,903,8,853,5,457,9,985,12
1864.0,645.6878397689095,0,878,15,126,9,57,18,530,15
1864.0,645.6878397689095,1,76,11,491,7,57,14,530,17
1864.0,645.6878397689095,2,903,12,126,9,57,14,530,17
1866.0,646.434198642456,0,8,13,126,9,112,14,530,12
1866.0,646.434198642456,1,878,14,126,9,457,15,530,14
1866.0,646.434198642456,2,878,11,491,10,457,14,530,17
1868.0,647.1814202418179,0,903,12,126,9,112,14,530,14
1868.0,647.1814202418179,1,76,11,491,12,57,12,213,18
1868.0,647.1814202418179,2,76,10,491,10,57,13,530,22
1870.0,647.9295055642312,0,903,11,126,8,457,13,530,14
1870.0,647.9295055642312,1,878,12,126,9,457,15,530,14
1870.0,647.9295055642312,2,878,11,491,9,457,16,530,16
1872.0,648.6784556080845,0,903,13,126,8,457,16,530,18
1872.0,648.6784556080845,1,484,10,491,6,57,15,63,21
1872.0,648.6784556080845,2,903,12,126,10,153,15,530,16
1874.0,649.4282713729204,0,878,12,126,8,57,16,530,13
1874.0,649.4282713729204,1,903,12,126,8,518,14,530,12
1874.0,649.4282713729204,2,878,12,491,10,457,16,530,14
1876.0,650.1789538594368,0,377,7,126,6,563,7,530,11
1876.0,650.1789538594368,1,377,8,126,6,614,12,530,9
1876.0,650.1789538594368,2,76,6,909,7,349,13,633,9
1878.0,650.9305040694884,0,76,11,491,11,457,12,530,17
1878.0,650.9305040694884,1,422,9,853,8,457,17,530,22
1878.0,650.9305040694884,2,903,14,126,7,457,13,530,15
1880.0,651.6829230060882,0,377,12,126,9,457,15,530,17
1880.0,651.6829230060882,1,76,10,491,9,457,12,400,18
1880.0,651.6829230060882,2,903,14,126,6,457,13,530,19
1882.0,652.4362116734084,0,377,13,126,8,457,11,530,13
1882.0,652.4362116734084,1,333,11,491,8,457,14,530,15
1882.0,652.4362116734084,2,76,10,491,10,630,16,313,15
1884.0,653.1903710767816,0,903,12,126,5,457,13,530,18
1884.0,653.1903710767816,1,377,10,384,9,457,16,400,15
1884.0,653.1903710767816,2,76,9,491,7,457,15,530,14
1886.0,653.9454022227031,0,903,12,384,7,457,16,530,20
1886.0,653.9454022227031,1,422,13,126,8,457,13,400,15
1886.0,653.9454022227031,2,903,13,126,6,153,16,530,17
1888.0,654.7013061188311,0,903,12,126,8,153,11,530,17
1888.0,654.7013061188311,1,903,13,126,9,153,14,530,14
1888.0,654.7013061188311,2,377,12,126,11,153,15,530,13
1890.0,655.4580837739891,0,903,13,126,7,153,13,530,13
1890.0,655.4580837739891,1,422,13,126,9,153,14,530,15
1890.0,655.4580837739891,2,903,13,126,7,153,11,530,14
1892.0,656.2157361981659,0,422,11,126,7,63,11,530,14
1892.0,656.2157361981659,1,377,8,491,5,457,11,400,9
1892.0,656.2157361981659,2,422,9,384,7,153,9,530,8
1894.0,656.9742644025188,0,377,11,126,8,153,14,530,13
1894.0,656.9742644025188,1,377,10,491,10,457,16,313,15
1894.0,656.9742644025188,2,377,11,126,6,457,12,530,12
1896.0,657.733669399373,0,377,12,126,10,457,16,530,13
1896.0,657.733669399373,1,484,8,491,9,457,15,530,13
1896.0,657.733669399373,2,76,9,126,7,457,11,530,12
1898.0,658.4939522022242,0,76,10,384,8,729,14,313,18
1898.0,658.4939522022242,1,422,14,126,8,729,13,530,16
1898.0,658.4939522022242,2,377,12,126,8,729,13,530,13
1900.0,659.2551138257398,0,634,13,384,7,457,15,400,13
1900.0,659.2551138257398,1,903,14,126,5,457,16,530,17
1900.0,659.2551138257398,2,377,11,491,8,457,15,530,15
1902.0,660.0171552857599,0,309,8,384,7,729,11,400,10
1902.0,660.0171552857599,1,422,10,126,6,153,11,530,6
1902.0,660.0171552857599,2,76,8,384,7,457,10,400,10
1904.0,660.7800775992989,0,377,11,126,7,153,11,530,12
1904.0,660.7800775992989,1,422,10,126,7,153,14,530,19
1904.0,660.7800775992989,2,903,13,126,10,153,13,530,13
1906.0,661.5438817845464,0,377,10,126,8,153,9,530,13
1906.0,661.5438817845464,1,422,13,126,8,153,14,530,15
1906.0,661.5438817845464,2,377,12,126,8,153,13,530,17
1908.0,662.3085688608696,0,422,11,126,5,153,12,530,12
1908.0,662.3085688608696,1,76,8,384,6,457,13,530,14
1908.0,662.3085688608696,2,422,10,126,5,153,12,530,16
1910.0,663.0741398488134,0,377,14,126,10,457,12,20,21
1910.0,663.0741398488134,1,377,14,126,8,457,15,530,19
1910.0,663.0741398488134,2,55,14,126,10,153,11,530,18
1912.0,663.8405957701026,0,377,14,126,10,457,16,530,14
1912.0,663.8405957701026,1,377,13,710,5,457,18,400,13
1912.0,663.8405957701026,2,76,11,126,9,457,14,530,15
1914.0,664.6079376476432,0,377,12,126,10,153,13,530,14
1914.0,664.6079376476432,1,422,11,126,8,794,14,530,17
1914.0,664.6079376476432,2,76,8,710,6,457,12,313,15
1916.0,665.3761665055233,0,903,13,126,9,153,14,530,12
1916.0,665.3761665055233,1,333,13,126,10,153,14,530,17
1916.0,665.3761665055233,2,484,8,491,4,802,16,530,15
1918.0,666.145283369015,0,377,15,126,9,153,12,530,12
1918.0,666.145283369015,1,377,14,126,10,153,13,530,15
1918.0,666.145283369015,2,333,11,491,9,457,12,400,15
1920.0,666.9152892645752,0,333,9,491,10,457,14,313,19
1920.0,666.9152892645752,1,422,14,126,8,153,11,181,19
1920.0,666.9152892645752,2,377,13,126,10,794,13,530,16
1922.0,667.6861852198475,0,377,13,126,10,457,14,530,17
1922.0,667.6861852198475,1,737,12,126,9,457,15,530,16
1922.0,667.6861852198475,2,737,9,126,11,457,13,530,16
1924.0,668.4579722636636,0,377,12,126,10,153,12,530,9
1924.0,668.4579722636636,1,377,13,126,10,153,13,530,17
1924.0,668.4579722636636,2,333,7,126,9,457,16,530,18
1926.0,669.2306514260441,0,377,9,126,7,457,11,530,14
1926.0,669.2306514260441,1,539,13,126,9,153,11,530,16
1926.0,669.2306514260441,2,377,11,126,7,153,10,530,14
1928.0,670.0042237382002,0,737,8,126,10,457,10,530,17
1928.0,670.0042237382002,1,333,11,491,9,457,15,530,16
1928.0,670.0042237382002,2,333,10,126,9,457,10,120,18
1930.0,670.7786902325353,0,377,12,126,9,794,12,530,15
1930.0,670.7786902325353,1,333,9,491,12,457,14,530,15
1930.0,670.7786902325353,2,737,11,126,8,457,16,120,18
1932.0,671.5540519426461,0,377,11,126,8,457,15,530,16
1932.0,671.5540519426461,1,55,14,126,11,153,15,900,20
1932.0,671.5540519426461,2,737,14,126,10,794,12,477,18
1934.0,672.3303099033237,0,716,12,126,10,802,16,120,15
1934.0,672.3303099033237,1,377,13,126,8,457,10,530,21
1934.0,672.3303099033237,2,730,14,126,10,794,16,83,22
1936.0,673.1074651505563,0,737,11,126,8,457,13,530,20
1936.0,673.1074651505563,1,314,13,126,10,153,10,985,19
1936.0,673.1074651505563,2,314,11,126,10,457,13,530,19
1938.0,673.8855187215285,0,422,9,402,8,153,11,20,17
1938.0,673.8855187215285,1,716,11,126,8,457,13,900,17
1938.0,673.8855187215285,2,377,7,491,7,457,10,120,11
1940.0,674.6644716546243,0,484,6,491,6,377,6,400,13
1940.0,674.6644716546243,1,333,5,126,5,457,6,530,9
1940.0,674.6644716546243,2,314,5,402,7,457,8,313,8
1942.0,675.444324989428,0,737,5,126,4,802,7,20,9
1942.0,675.444324989428,1,314,6,792,6,393,9,900,13
1942.0,675.444324989428,2,737,5,126,7,457,9,900,10
1944.0,676.2250797667255,0,716,9,792,9,457,9,120,13
1944.0,676.2250797667255,1,377,9,792,6,457,10,120,15
1944.0,676.2250797667255,2,377,6,491,7,802,12,120,13
1946.0,677.0067370285057,0,737,11,126,9,457,15,120,21
1946.0,677.0067370285057,1,377,14,126,11,794,13,120,12
1946.0,677.0067370285057,2,716,10,126,8,457,12,530,23
1948.0,677.789297817962,0,99,14,792,10,155,17,181,20
1948.0,677.789297817962,1,377,11,126,10,794,15,120,16
1948.0,677.789297817962,2,716,9,126,11,457,15,120,17
1950.0,678.5727631794939,0,333,9,491,9,802,14,334,17
1950.0,678.5727631794939,1,737,10,491,9,457,16,530,21
1950.0,678.5727631794939,2,314,9,126,8,457,15,120,17
1952.0,679.3571341587078,0,716,10,126,10,457,14,530,21
1952.0,679.3571341587078,1,314,12,126,9,457,10,120,19
1952.0,679.3571341587078,2,377,13,126,11,457,13,120,16
1954.0,680.1424118024186,0,314,12,126,11,457,12,120,18
1954.0,680.1424118024186,1,737,9,126,10,457,16,530,20
1954.0,680.1424118024186,2,314,13,126,9,457,14,120,15
1956.0,680.9285971586515,0,737,9,491,8,457,14,530,14
1956.0,680.9285971586515,1,737,9,126,8,457,15,120,18
1956.0,680.9285971586515,2,716,11,126,9,457,13,334,18
1958.0,681.7156912766433,0,716,10,402,7,457,9,120,16
1958.0,681.7156912766433,1,716,11,126,11,457,12,530,13
1958.0,681.7156912766433,2,314,11,126,9,457,14,530,17
1960.0,682.5036952068432,0,377,10,491,7,457,12,530,11
1960.0,682.5036952068432,1,314,11,126,10,457,10,334,15
1960.0,682.5036952068432,2,314,10,792,9,794,11,334,16
1962.0,683.2926100009149,0,737,9,250,9,457,15,120,16
1962.0,683.2926100009149,1,716,13,402,9,457,11,120,13
1962.0,683.2926100009149,2,314,8,402,9,457,15,120,15
1964.0,684.0824367117377,0,314,12,250,12,457,13,120,15
1964.0,684.0824367117377,1,314,9,491,10,794,15,120,17
1964.0,684.0824367117377,2,314,9,250,8,457,15,530,18
1966.0,684.8731763934077,0,314,12,250,10,457,17,530,17
1966.0,684.8731763934077,1,314,12,792,11,457,16,120,14
1966.0,684.8731763934077,2,314,9,491,8,457,15,120,15
1968.0,685.6648301012398,0,314,8,491,6,785,11,620,13
1968.0,685.6648301012398,1,716,11,402,8,457,10,120,10
1968.0,685.6648301012398,2,377,11,402,8,457,12,65,11
1970.0,686.4573988917687,0,716,12,250,10,457,16,459,12
1970.0,686.4573988917687,1,314,11,402,10,457,14,433,15
1970.0,686.4573988917687,2,333,9,491,9,457,13,334,12
1972.0,687.25088382275,0,716,12,250,9,457,13,120,15
1972.0,687.25088382275,1,198,12,402,8,457,13,65,17
1972.0,687.25088382275,2,716,11,402,8,457,11,120,14
1974.0,688.0452859531623,0,716,11,867,10,457,12,65,16
1974.0,688.0452859531623,1,716,12,250,8,457,16,334,17
1974.0,688.0452859531623,2,716,11,250,10,153,14,334,17
1976.0,688.8406063432083,0,737,11,250,6,457,14,65,14
1976.0,688.8406063432083,1,716,12,402,9,457,11,334,12
1976.0,688.8406063432083,2,716,11,250,7,153,15,334,16
1978.0,689.6368460543162,0,716,11,491,9,457,12,334,14
1978.0,689.6368460543162,1,716,11,250,9,153,16,433,11
1978.0,689.6368460543162,2,314,10,250,9,457,15,120,13
1980.0,690.4340061491406,0,716,11,250,8,457,13,334,14
1980.0,690.4340061491406,1,314,11,250,8,457,13,65,15
1980.0,690.4340061491406,2,716,11,250,9,457,16,65,16
1982.0,691.2320876915653,0,716,11,250,6,457,13,334,15
1982.0,691.2320876915653,1,314,9,250,8,457,14,433,14
1982.0,691.2320876915653,2,716,11,792,7,457,12,120,13
1984.0,692.0310917467034,0,314,10,250,9,457,14,120,13
1984.0,692.0310917467034,1,716,15,250,12,457,12,334,15
1984.0,692.0310917467034,2,716,11,250,7,457,12,65,15
1986.0,692.831019380899,0,716,12,250,8,457,14,120,12
1986.0,692.831019380899,1,737,9,491,7,457,13,459,15
1986.0,692.831019380899,2,314,9,250,6,457,13,120,12
1988.0,693.6318716617291,0,314,9,250,7,20,9,307,11
1988.0,693.6318716617291,1,716,9,250,7,457,13,120,13
1988.0,693.6318716617291,2,314,9,250,7,616,11,334,13
1990.0,694.4336496580046,0,314,12,250,8,20,12,307,16
1990.0,694.4336496580046,1,314,10,491,7,457,11,120,13
1990.0,694.4336496580046,2,314,12,250,8,20,13,334,15
1992.0,695.2363544397718,0,716,11,250,11,457,12,334,19
1992.0,695.2363544397718,1,314,11,250,8,20,11,120,14
1992.0,695.2363544397718,2,314,12,250,10,457,16,120,10
1994.0,696.0399870783143,0,716,11,402,8,457,14,120,17
1994.0,696.0399870783143,1,716,10,250,9,457,15,120,12
1994.0,696.0399870783143,2,716,11,250,7,457,12,120,15
1996.0,696.8445486461534,0,314,11,250,7,20,12,120,15
1996.0,696.8445486461534,1,716,10,250,7,20,13,65,15
1996.0,696.8445486461534,2,716,14,250,10,457,15,65,16
1998.0,697.6500402170503,0,314,10,250,6,457,12,120,11
1998.0,697.6500402170503,1,314,10,402,7,457,11,65,15
1998.0,697.6500402170503,2,716,10,250,8,457,10,120,17
2000.0,698.4564628660078,0,314,12,250,7,20,9,459,14
2000.0,698.4564628660078,1,314,12,250,7,20,8,120,13
2000.0,698.4564628660078,2,314,9,250,5,20,11,120,14
2002.0,699.2638176692707,0,230,11,250,9,457,13,120,20
2002.0,699.2638176692707,1,314,12,250,7,20,12,120,14
2002.0,699.2638176692707,2,314,13,491,8,20,16,65,13
2004.0,700.0721057043284,0,377,8,491,4,20,9,65,9
2004.0,700.0721057043284,1,314,7,491,5,182,8,120,11
2004.0,700.0721057043284,2,314,6,402,6,153,13,181,10
2006.0,700.8813280499154,0,314,10,491,5,457,11,65,11
2006.0,700.8813280499154,1,314,10,250,9,20,11,120,14
2006.0,700.8813280499154,2,716,11,250,9,457,14,120,16
2008.0,701.6914857860132,0,716,12,250,10,457,16,120,17
2008.0,701.6914857860132,1,716,11,250,8,20,16,181,18
2008.0,701.6914857860132,2,314,11,250,7,20,9,120,13
2010.0,702.502579993852,0,314,10,250,8,20,11,459,15
2010.0,702.502579993852,1,314,14,250,9,20,12,120,14
2010.0,702.502579993852,2,314,9,491,8,20,13,120,15
2012.0,703.3146117559111,0,314,11,491,6,20,13,65,14
2012.0,703.3146117559111,1,314,10,491,6,457,15,120,13
2012.0,703.3146117559111,2,716,12,402,7,153,15,120,17
2014.0,704.1275821559216,0,314,10,250,5,20,10,120,12
2014.0,704.1275821559216,1,314,12,250,10,20,11,120,15
2014.0,704.1275821559216,2,314,10,250,7,20,10,307,15
2016.0,704.9414922788674,0,716,7,250,4,457,8,120,12
2016.0,704.9414922788674,1,314,9,250,6,20,8,120,10
2016.0,704.9414922788674,2,314,8,402,5,20,9,419,12
2018.0,705.7563432109862,0,314,9,250,7,20,12,459,14
2018.0,705.7563432109862,1,314,10,250,6,20,9,433,16
2018.0,705.7563432109862,2,716,11,250,6,20,9,120,14
2020.0,706.5721360397713,0,716,12,402,8,20,14,45,15
2020.0,706.5721360397713,1,716,10,250,6,20,7,459,15
2020.0,706.5721360397713,2,111,8,491,6,457,10,65,15
2022.0,707.3888718539733,0,111,9,491,7,457,13,65,13
2022.0,707.3888718539733,1,230,11,402,11,20,10,120,14
2022.0,707.3888718539733,2,314,10,402,7,20,14,120,13
2024.0,708.2065517436012,0,314,10,250,7,20,11,120,14
2024.0,708.2065517436012,1,314,9,250,5,20,8,120,9
2024.0,708.2065517436012,2,314,8,250,7,20,8,459,12
2026.0,709.0251767999234,0,772,9,250,5,20,8,620,13
2026.0,709.0251767999234,1,314,10,402,7,20,12,459,11
2026.0,709.0251767999234,2,716,8,250,6,20,11,419,13
2028.0,709.844748115471,0,314,9,867,7,20,10,120,12
2028.0,709.844748115471,1,772,9,867,8,20,11,459,14
2028.0,709.844748115471,2,314,10,250,7,20,11,120,14
2030.0,710.6652667840369,0,841,11,402,8,20,11,120,16
2030.0,710.6652667840369,1,314,10,867,9,20,9,120,14
2030.0,710.6652667840369,2,716,10,402,12,20,12,120,13
2032.0,711.4867339006786,0,314,10,250,6,20,9,120,14
2032.0,711.4867339006786,1,841,10,402,6,20,8,45,10
2032.0,711.4867339006786,2,111,8,491,5,20,13,120,12
2034.0,712.3091505617194,0,314,7,250,4,20,5,45,5
2034.0,712.3091505617194,1,314,6,250,5,20,6,459,9
2034.0,712.3091505617194,2,600,5,867,7,457,6,45,6
2036.0,713.13251786475,0,772,9,867,7,20,9,459,10
2036.0,713.13251786475,1,841,11,402,8,20,13,120,14
2036.0,713.13251786475,2,772,9,867,9,20,7,45,12
2038.0,713.9568369086293,0,600,10,867,7,20,11,45,10
2038.0,713.9568369086293,1,772,8,867,8,20,10,45,11
2038.0,713.9568369086293,2,314,9,867,8,20,12,45,12
2040.0,714.7821087934872,0,314,10,867,10,20,12,45,12
2040.0,714.7821087934872,1,314,9,250,8,20,14,459,14
2040.0,714.7821087934872,2,772,10,250,8,20,11,120,11
2042.0,715.6083346207248,0,841,10,250,7,20,14,120,15
2042.0,715.6083346207248,1,600,10,867,6,20,10,419,14
2042.0,715.6083346207248,2,600,9,250,8,20,11,419,12
2044.0,716.4355154930162,0,314,10,867,9,20,11,120,14
2044.0,716.4355154930162,1,314,10,867,8,20,10,419,12
2044.0,716.4355154930162,2,314,10,867,8,20,11,120,15
2046.0,717.2636525143104,0,111,8,491,5,20,14,419,13
2046.0,717.2636525143104,1,772,8,491,8,20,13,120,11
2046.0,717.2636525143104,2,600,9,867,6,20,10,120,12
2048.0,718.0927467898322,0,314,8,867,8,20,12,419,13
2048.0,718.0927467898322,1,600,10,867,8,20,11,120,15
2048.0,718.0927467898322,2,841,10,250,8,20,8,120,10
2050.0,718.9227994260839,0,772,9,867,8,20,11,120,14
2050.0,718.9227994260839,1,600,9,780,6,20,8,120,15
2050.0,718.9227994260839,2,600,8,867,7,20,11,45,15
2052.0,719.7538115308473,0,600,8,867,8,20,9,419,13
2052.0,719.7538115308473,1,600,8,867,9,20,10,419,11
2052.0,719.7538115308473,2,314,9,780,7,20,9,120,12
2054.0,720.5857842131844,0,230,10,402,8,20,8,45,13
2054.0,720.5857842131844,1,600,8,867,7,20,8,419,14
2054.0,720.5857842131844,2,600,10,867,8,20,7,45,14
2056.0,721.418718583439,0,841,10,867,9,20,10,120,12
2056.0,721.418718583439,1,230,11,402,8,20,13,120,13
2056.0,721.418718583439,2,600,9,867,9,20,12,45,16
2058.0,722.2526157532386,0,772,9,780,8,20,11,120,15
2058.0,722.2526157532386,1,111,8,867,9,20,13,419,13
2058.0,722.2526157532386,2,600,8,867,10,20,12,120,13
2060.0,723.0874768354954,0,841,10,402,8,20,14,120,18
2060.0,723.0874768354954,1,600,9,780,9,20,12,120,13
2060.0,723.0874768354954,2,600,10,780,9,20,7,45,12
2062.0,723.9233029444084,0,841,10,491,7,20,13,120,16
2062.0,723.9233029444084,1,600,10,780,8,20,12,120,15
2062.0,723.9233029444084,2,600,8,491,7,178,13,419,13
2064.0,724.7600951954644,0,772,8,491,5,203,11,120,11
2064.0,724.7600951954644,1,600,7,209,6,457,5,45,10
2064.0,724.7600951954644,2,772,7,867,8,20,8,708,12
2066.0,725.5978547054392,0,314,11,780,8,20,11,120,15
2066.0,725.5978547054392,1,841,9,780,6,20,7,120,14
2066.0,725.5978547054392,2,600,9,780,8,20,10,120,13
2068.0,726.4365825924001,0,772,8,867,7,20,11,120,16
2068.0,726.4365825924001,1,600,9,780,7,20,13,120,18
2068.0,726.4365825924001,2,841,11,780,8,20,11,120,15
2070.0,727.2762799757063,0,600,8,780,7,20,12,120,15
2070.0,727.2762799757063,1,600,9,780,8,20,12,120,17
2070.0,727.2762799757063,2,841,12,780,7,20,8,120,13
2072.0,728.1169479760111,0,600,10,780,7,20,12,120,20
2072.0,728.1169479760111,1,600,9,780,9,20,8,120,14
2072.0,728.1169479760111,2,772,9,780,6,20,10,45,14
2074.0,728.9585877152635,0,841,9,780,8,20,13,120,14
2074.0,728.9585877152635,1,600,10,780,7,20,10,120,17
2074.0,728.9585877152635,2,772,8,780,6,457,11,120,17
2076.0,729.8012003167087,0,600,10,780,7,20,10,520,17
2076.0,729.8012003167087,1,362,10,780,9,20,13,120,17
2076.0,729.8012003167087,2,772,9,780,6,20,7,971,15
2078.0,730.6447869048907,0,772,9,780,8,20,13,120,17
2078.0,730.6447869048907,1,600,10,780,7,20,13,120,12
2078.0,730.6447869048907,2,362,10,780,7,20,12,120,19
2080.0,731.4893486056533,0,600,10,867,7,20,9,520,14
2080.0,731.4893486056533,1,772,8,780,6,20,8,120,11
2080.0,731.4893486056533,2,600,10,780,6,20,9,120,13
2082.0,732.3348865461417,0,600,9,780,7,20,10,120,15
2082.0,732.3348865461417,1,362,10,780,6,20,11,120,14
2082.0,732.3348865461417,2,600,9,780,6,20,9,120,15
2084.0,733.1814018548037,0,362,7,780,6,20,7,971,13
2084.0,733.1814018548037,1,600,11,780,7,20,9,120,18
2084.0,733.1814018548037,2,600,10,780,7,20,8,120,13
2086.0,734.0288956613921,0,772,9,780,6,20,11,120,16
2086.0,734.0288956613921,1,600,9,780,5,20,9,120,15
2086.0,734.0288956613921,2,600,9,780,6,20,10,120,15
2088.0,734.877369096965,0,600,10,780,5,20,9,520,12
2088.0,734.877369096965,1,600,8,780,5,20,9,120,13
2088.0,734.877369096965,2,772,9,445,7,58,13,620,14
2090.0,735.7268232938884,0,362,10,780,4,20,11,120,13
2090.0,735.7268232938884,1,600,10,780,5,20,9,971,19
2090.0,735.7268232938884,2,600,8,780,5,20,10,120,14
2092.0,736.5772593858366,0,362,9,780,6,20,10,120,11
2092.0,736.5772593858366,1,772,11,780,6,20,11,181,15
2092.0,736.5772593858366,2,600,9,780,5,20,11,120,20
2094.0,737.4286785077948,0,772,8,780,5,20,7,181,9
2094.0,737.4286785077948,1,362,8,780,4,20,7,120,10
2094.0,737.4286785077948,2,548,9,780,5,20,8,495,12
2096.0,738.28108179606,0,600,9,780,6,20,8,120,14
2096.0,738.28108179606,1,362,8,780,6,20,13,120,19
2096.0,738.28108179606,2,600,10,780,5,20,9,971,18
2098.0,739.1344703882429,0,772,9,780,5,20,10,700,13
2098.0,739.1344703882429,1,772,9,491,5,20,10,620,15
2098.0,739.1344703882429,2,772,11,780,5,20,11,971,15
2100.0,739.9888454232688,0,600,10,780,6,20,10,120,12
2100.0,739.9888454232688,1,548,11,780,6,20,10,120,15
2100.0,739.9888454232688,2,362,9,780,6,20,11,120,15
2102.0,740.8442080413796,0,261,9,780,4,20,9,495,19
2102.0,740.8442080413796,1,600,10,780,3,20,8,181,15
2102.0,740.8442080413796,2,600,10,780,4,20,10,120,14
2104.0,741.7005593841354,0,600,9,780,4,20,6,120,12
2104.0,741.7005593841354,1,772,8,780,4,20,10,181,13
2104.0,741.7005593841354,2,600,9,780,4,20,6,520,15
2106.0,742.5579005944156,0,600,11,780,4,20,8,120,12
2106.0,742.5579005944156,1,548,10,780,7,20,10,120,14
2106.0,742.5579005944156,2,261,10,780,4,20,7,120,12
2108.0,743.416232816421,0,600,11,780,6,20,8,120,12
